product_title,product_vendor,product_type,product_price,day,week,month,quarter,year,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales,total_cost
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-03-27,2024-W13,2024-03,2024-01,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.900
BRONSON G3 JAWS PRO MODEL BEARINGS,Town and Country Skateboards,,30.000,2023-11-25,2023-W47,2023-11,2023-10,2023,1,30.000,-6.000,0.000,24.000,1.920,25.920,15.000
"SHAKE JUNT PEDRO DELFINO PRO HARDWARE 1"" PHILIPS",Town and Country Skateboards,,7.000,2023-09-01,2023-W35,2023-09,2023-07,2023,1,7.000,0.000,0.000,7.000,0.560,7.560,3.500
Silver Skate Tools,Town and Country Skateboards,,22.000,2023-09-17,2023-W37,2023-09,2023-07,2023,1,22.000,0.000,0.000,22.000,1.760,23.760,13.350
YERBA CRANBERRY SPARKLING,Town and Country Skateboards,,3.500,2024-05-17,2024-W20,2024-05,2024-04,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.080
LAKAI GRIFFIN,Town and Country Skateboards,,30.000,2024-10-15,2024-W42,2024-10,2024-10,2024,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
Nb thrmal,,,65.000,2025-01-09,2025-W02,2025-01,2025-01,2025,1,65.000,-19.500,0.000,45.500,3.640,49.140,0.000
All I Need Deck 8.3,,,40.000,2023-05-27,2023-W21,2023-05,2023-04,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
BRONSON DAVID GRAVETTE G3 PRO MODEL BEARINGS,Town and Country Skateboards,,25.000,2024-07-02,2024-W27,2024-07,2024-07,2024,1,25.000,-2.500,0.000,22.500,1.800,24.300,15.000
ANTI HERO I HATE COMPUTERS SHAPED DECK 8.75,Town and Country Skateboards,,65.000,2023-09-02,2023-W35,2023-09,2023-07,2023,1,65.000,-25.000,0.000,40.000,3.200,43.200,45.450
OJ Elite Hardline Wheels 99,Town and Country Skateboards,,38.000,2024-08-18,2024-W33,2024-08,2024-07,2024,1,38.000,0.000,0.000,38.000,3.040,41.040,21.600
POWELL GREEN DRAGON WHEELS (Assorted Sizes),Town and Country Skateboards,,42.000,2024-03-20,2024-W12,2024-03,2024-01,2024,1,42.000,-6.300,0.000,35.700,2.860,38.560,25.200
STRANGELOVE VONNEGUT MATURITY DECK 8.875,Town and Country Skateboards,,80.000,2024-03-09,2024-W10,2024-03,2024-01,2024,1,80.000,-40.000,0.000,40.000,3.200,43.200,55.000
POWELL GREEN DRAGON WHEELS (Assorted Sizes),Town and Country Skateboards,,42.000,2023-08-15,2023-W33,2023-08,2023-07,2023,1,42.000,0.000,0.000,42.000,3.360,45.360,25.200
OJ Elite Hardline Wheels 99,Town and Country Skateboards,,38.000,2024-12-27,2024-W52,2024-12,2024-10,2024,1,38.000,-38.000,0.000,0.000,0.000,0.000,21.600
Nb 480 Reynolds’s 10.5,,,70.000,2023-09-06,2023-W36,2023-09,2023-07,2023,1,70.000,0.000,0.000,70.000,5.600,75.600,0.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-02-14,2024-W07,2024-02,2024-01,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.900
PISS DRUNX SEE THE MOON DECK 8.0,Town and Country Skateboards,,40.000,2023-08-26,2023-W34,2023-08,2023-07,2023,1,40.000,-40.000,0.000,0.000,0.000,0.000,15.000
KROOKED SHMOO SNAPBACK HAT,Town and Country Skateboards,,25.000,2023-04-13,2023-W15,2023-04,2023-04,2023,1,25.000,0.000,0.000,25.000,2.000,27.000,12.750
DEAD FLY PSOCKADELIC SOCKS,Town and Country Skateboards,,12.000,2023-04-18,2023-W16,2023-04,2023-04,2023,1,12.000,-1.200,0.000,10.800,0.860,11.660,5.400
PEPPER GRIP SHEET G5 BLACK,Town and Country Skateboards,,6.000,2023-10-02,2023-W40,2023-10,2023-10,2023,1,6.000,0.000,0.000,6.000,0.480,6.480,4.000
BAKER BIG B NAVY SOCKS,baker,socks,12.000,2024-01-03,2024-W01,2024-01,2024-01,2024,1,12.000,-2.400,0.000,9.600,0.760,10.360,6.000
RILEY HAWK PANTHER PSOCKADELIC SOCKS,Town and Country Skateboards,,12.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,12.000,-12.000,0.000,0.000,0.000,0.000,5.400
Super juices,,,32.000,2024-03-17,2024-W11,2024-03,2024-01,2024,1,32.000,0.000,0.000,32.000,2.560,34.560,0.000
"Grand Puba - Reel To Reel (Album, Ltd + LP, Ora + LP, Blu) (Near Mint (NM or M-))",Tommy Boy,,32.980,2023-03-01,2023-W09,2023-03,2023-01,2023,1,32.980,0.000,0.000,32.980,2.640,35.620,0.000
PIG HEAD C-LINE NATURAL CONICALS 56MM,Town and Country Skateboards,,35.000,2024-04-21,2024-W16,2024-04,2024-04,2024,1,35.000,0.000,0.000,35.000,2.800,37.800,22.000
STRANGELOVE GRAPE APE STAINED DECK 9.5,Town and Country Skateboards,,75.000,2023-07-17,2023-W29,2023-07,2023-07,2023,1,75.000,0.000,0.000,75.000,0.000,75.000,55.000
INDEPENDENT GENUINE PARTS BEARINGS,Town and Country Skateboards,,10.000,2023-02-01,2023-W05,2023-02,2023-01,2023,1,10.000,0.000,0.000,10.000,0.800,10.800,5.000
PEPPER GRIP SHEET G5 BLACK,Town and Country Skateboards,,6.000,2023-07-07,2023-W27,2023-07,2023-07,2023,1,6.000,0.000,0.000,6.000,0.480,6.480,4.000
INDEPENDENT GENUINE PARTS BEARINGS,Town and Country Skateboards,,10.000,2023-06-04,2023-W22,2023-06,2023-04,2023,1,10.000,0.000,0.000,10.000,0.800,10.800,5.000
ÉS OG ACCEL BROWN/GUM,Town and Country Skateboards,,30.000,2023-03-25,2023-W12,2023-03,2023-01,2023,1,30.000,-30.000,0.000,0.000,0.000,0.000,40.000
Skate jawn tshirt,,,30.000,2024-05-02,2024-W18,2024-05,2024-04,2024,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-05-28,2024-W22,2024-05,2024-04,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.900
Self inflict cassette,,,5.990,2023-04-09,2023-W14,2023-04,2023-04,2023,1,5.990,0.000,0.000,5.990,0.480,6.470,0.000
"New Balance Numeric 480 ""Trail Pack"" NM480TRA Brown - Red",Town and Country Skateboards,,99.950,2024-07-20,2024-W29,2024-07,2024-07,2024,1,99.950,-17.000,0.000,82.950,6.640,89.590,50.000
"Vashti Bunyan - Some Things Just Stick In Your Mind (Singles And Demos 1964 To 1967) (2xLP, Comp, Gat) (Near Mint (NM or M-))","Dicristina Stair Builders,Spinney Records",,23.780,2023-03-16,2023-W11,2023-03,2023-01,2023,1,23.780,0.000,0.000,23.780,0.000,23.780,0.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-06-26,2024-W26,2024-06,2024-04,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.900
DICKIES EMBROIDERED CREWNECK SWEATSHIRT,Town and Country Skateboards,,50.000,2023-05-03,2023-W18,2023-05,2023-04,2023,1,50.000,-4.000,0.000,46.000,3.680,49.680,30.000
STRANGELOVE CHAOS DECK 8.5,Town and Country Skateboards,,60.000,2023-08-17,2023-W33,2023-08,2023-07,2023,1,60.000,0.000,0.000,60.000,4.800,64.800,40.000
DICKIES FLAT BILL SKATE HAT,Town and Country Skateboards,,25.000,2023-02-12,2023-W06,2023-02,2023-01,2023,1,25.000,0.000,0.000,25.000,2.000,27.000,15.000
OJ ELITE NOMADS 95A WHEELS (ASSORTED SIZES),Town and Country Skateboards,,38.000,2023-05-12,2023-W19,2023-05,2023-04,2023,1,38.000,-7.600,0.000,30.400,2.440,32.840,21.600
Take Warning Mens Creature Flannel Shirt,Town and Country Skateboards,shirt,70.000,2023-11-27,2023-W48,2023-11,2023-10,2023,1,70.000,-35.000,0.000,35.000,2.800,37.800,35.000
SNACK 'VAPORZ' TWIN TIP DECK 8.25,Town and Country Skateboards,,65.000,2024-08-01,2024-W31,2024-08,2024-07,2024,1,65.000,-9.750,0.000,55.250,4.420,59.670,39.000
QUANTUM BEARING SCIENCE BEARING LUBRICANT,Town and Country Skateboards,,8.000,2024-04-26,2024-W17,2024-04,2024-04,2024,1,8.000,0.000,0.000,8.000,0.000,8.000,5.000
UMA CODY MASK 8.5,Town and Country Skateboards,,60.000,2023-10-18,2023-W42,2023-10,2023-10,2023,1,60.000,-10.000,0.000,50.000,4.000,54.000,39.000
Showdown,,,25.000,2023-06-17,2023-W24,2023-06,2023-04,2023,1,25.000,0.000,0.000,25.000,2.000,27.000,0.000
NEW BALANCE NUMERIC 272 BLUE/ORANGE,Town and Country Skateboards,,30.000,2024-07-27,2024-W30,2024-07,2024-07,2024,1,30.000,0.000,0.000,30.000,0.000,30.000,40.000
INDEPENDENT FORGED TITANIUM TRUCKS (ASSORTED SIZES),Town and Country Skateboards,trucks,80.000,2023-03-24,2023-W12,2023-03,2023-01,2023,1,80.000,-16.560,0.000,63.440,5.080,68.520,48.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-08-10,2024-W32,2024-08,2024-07,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.900
SNOT BIG SOFTIES WHEELS 63MM 78A,Town and Country Skateboards,,29.990,2023-09-01,2023-W35,2023-09,2023-07,2023,1,29.990,0.000,0.000,29.990,2.400,32.390,19.500
Purple silver tool,,,22.000,2024-03-21,2024-W12,2024-03,2024-01,2024,1,22.000,0.000,0.000,22.000,1.760,23.760,0.000
STRANGELOVE STRAWBERRY COUGH 710 DROP GREEN FLOCKED DECK 8.875,Town and Country Skateboards,,85.000,2023-07-17,2023-W29,2023-07,2023-07,2023,1,85.000,0.000,0.000,85.000,0.000,85.000,65.000
PEPPER GRIP SHEET G5 BLACK,Town and Country Skateboards,,6.000,2023-11-02,2023-W44,2023-11,2023-10,2023,1,6.000,0.000,0.000,6.000,0.480,6.480,4.000
Tmoney,,,85.000,2023-12-02,2023-W48,2023-12,2023-10,2023,1,85.000,0.000,0.000,85.000,6.800,91.800,0.000
BONES SWISS BEARINGS,Town and Country Skateboards,,60.000,2023-09-03,2023-W35,2023-09,2023-07,2023,1,60.000,0.000,0.000,60.000,4.800,64.800,40.000
INDEPENDENT HARDWARE WITH TOOL BLUE/BLACK 10 BOLTS,Town and Country Skateboards,,5.000,2023-06-23,2023-W25,2023-06,2023-04,2023,1,5.000,0.000,0.000,5.000,0.400,5.400,2.750
HUF RAVE CREW SOCK,Town and Country Skateboards,,14.000,2024-06-07,2024-W23,2024-06,2024-04,2024,1,14.000,0.000,0.000,14.000,1.120,15.120,7.000
NB Numeric x Chocolate Skateboards 480 High- Black with Red,Town and Country Skateboards,,124.990,2024-10-22,2024-W43,2024-10,2024-10,2024,1,124.990,0.000,0.000,124.990,10.000,134.990,0.000
There,,,60.000,2023-09-23,2023-W38,2023-09,2023-07,2023,1,60.000,0.000,0.000,60.000,4.800,64.800,0.000
Yerba,,,3.000,2023-04-05,2023-W14,2023-04,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
HUF OG CV 6 PANEL HAT (BLACK),Town and Country Skateboards,,28.000,2024-10-20,2024-W42,2024-10,2024-10,2024,1,28.000,0.000,0.000,28.000,1.120,29.120,15.000
Tony hawk pro skater record,,,40.000,2023-11-24,2023-W47,2023-11,2023-10,2023,1,40.000,-15.000,0.000,25.000,2.000,27.000,0.000
New Balance 480 High Natas Edition,Town and Country Skateboards,,119.990,2024-06-06,2024-W23,2024-06,2024-04,2024,1,119.990,0.000,0.000,119.990,9.600,129.590,60.000
917 sale deck,,,15.000,2023-11-24,2023-W47,2023-11,2023-10,2023,1,15.000,0.000,0.000,15.000,1.200,16.200,0.000
Gpr Indy bearings,,,15.000,2023-05-12,2023-W19,2023-05,2023-04,2023,1,15.000,0.000,0.000,15.000,1.200,16.200,0.000
arizona blueberry tea,Town and Country Skateboards,,2.000,2024-03-03,2024-W09,2024-03,2024-01,2024,1,2.000,0.000,0.000,2.000,0.000,2.000,0.900
SPITFIRE VENOM SCRIPT FORMULA FOUR CONICAL FULL SKATEBOARD WHEELS 99A,Town and Country Skateboards,,44.000,2024-09-29,2024-W39,2024-09,2024-07,2024,1,44.000,0.000,0.000,44.000,3.520,47.520,30.100
arizona blueberry tea,Town and Country Skateboards,,2.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.900
STRANGELOVE PURPLE APPLE DECK 8.5,Town and Country Skateboards,,75.000,2023-07-17,2023-W29,2023-07,2023-07,2023,1,75.000,0.000,0.000,75.000,0.000,75.000,55.000
Liquid deaths,,,4.000,2023-03-25,2023-W12,2023-03,2023-01,2023,1,4.000,0.000,0.000,4.000,0.320,4.320,0.000
Darkroom complete,,,100.000,2023-06-25,2023-W25,2023-06,2023-04,2023,1,100.000,0.000,0.000,100.000,8.000,108.000,0.000
DICKIES SKATEBOARDING REGULAR FIT TWILL PANT -- Lincoln Green,Town and Country Skateboards,,19.990,2024-07-30,2024-W31,2024-07,2024-07,2024,1,19.990,-5.990,0.000,14.000,1.120,15.120,18.500
Shop Slappy Van Tee Cream,Town and Country Skateboards,,24.990,2024-06-29,2024-W26,2024-06,2024-04,2024,1,24.990,0.000,0.000,24.990,2.000,26.990,10.880
Spitfire Big Beatdown Formula Four F4 Wheels Classic 99A,Town and Country Skateboards,,45.990,2024-07-23,2024-W30,2024-07,2024-07,2024,1,45.990,-45.990,0.000,0.000,0.000,0.000,33.000
SNACK RUN IT BACK SHORTS,Town and Country Skateboards,,65.000,2024-06-29,2024-W26,2024-06,2024-04,2024,1,65.000,-20.000,0.000,45.000,3.600,48.600,36.000
NEW BALANCE NUMERIC TIAGO 1010,Town and Country Skateboards,,60.000,2023-04-02,2023-W13,2023-04,2023-04,2023,1,60.000,0.000,0.000,60.000,4.800,64.800,55.000
Riverside Board Wall Shop Deck,Town and Country Skateboards,,45.000,2024-11-04,2024-W45,2024-11,2024-10,2024,1,45.000,-8.830,0.000,36.170,2.900,39.070,30.000
NEW BALANCE 440 HIGH,Town and Country Skateboards,,79.990,2024-04-11,2024-W15,2024-04,2024-04,2024,1,79.990,-60.000,0.000,19.990,1.600,21.590,40.000
"Ace 1"" Philips Bolts",Town and Country Skateboards,,4.500,2024-12-12,2024-W50,2024-12,2024-10,2024,1,4.500,0.000,0.000,4.500,0.360,4.860,0.000
Spits,,,40.000,2024-11-30,2024-W48,2024-11,2024-10,2024,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
Bearing cleaner,,,0.000,2023-08-02,2023-W31,2023-08,2023-07,2023,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"INDEPENDENT HARDWARE BLACK/RED 1""",Town and Country Skateboards,,3.000,2024-02-01,2024-W05,2024-02,2024-01,2024,1,3.000,0.000,0.000,3.000,0.240,3.240,1.500
Shop deck,,,30.000,2023-06-06,2023-W23,2023-06,2023-04,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
NEW BALANCE NUMERIC 440 LOW,Town and Country Skateboards,,79.990,2024-03-09,2024-W10,2024-03,2024-01,2024,1,79.990,-79.990,0.000,0.000,0.000,0.000,40.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-12-06,2023-W49,2023-12,2023-10,2023,1,42.000,-42.000,0.000,0.000,0.000,0.000,28.000
Thumbs 8.5,,,20.000,2024-01-14,2024-W02,2024-01,2024-01,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
"SHORTY'S SILVERADO HARDWARE 1""",Town and Country Skateboards,,4.000,2023-11-17,2023-W46,2023-11,2023-10,2023,1,4.000,0.000,0.000,4.000,0.320,4.320,2.000
SpeedLab JFA 63mm/101A,Town and Country Skateboards,wheels,35.000,2024-09-23,2024-W39,2024-09,2024-07,2024,1,35.000,0.000,0.000,35.000,0.000,35.000,26.750
SKATE SESSION,Town and Country Skateboards,,5.000,2023-03-09,2023-W10,2023-03,2023-01,2023,1,5.000,0.000,0.000,5.000,0.000,5.000,0.000
LAKAI TELFORD HIGH BLACK SUEDE,Town and Country Skateboards,,70.000,2023-10-13,2023-W41,2023-10,2023-10,2023,1,70.000,-3.500,0.000,66.500,5.320,71.820,42.000
WATER,Town and Country Skateboards,,1.000,2024-09-27,2024-W39,2024-09,2024-07,2024,1,1.000,0.000,0.000,1.000,0.080,1.080,0.000
Antihero,,,20.000,2024-03-07,2024-W10,2024-03,2024-01,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
Riverside Board Wall Shop Deck,Town and Country Skateboards,,45.000,2024-09-10,2024-W37,2024-09,2024-07,2024,1,45.000,0.000,0.000,45.000,3.600,48.600,30.000
SHOE GOO (CLEAR),Town and Country Skateboards,,7.000,2023-04-13,2023-W15,2023-04,2023-04,2023,1,7.000,0.000,0.000,7.000,0.560,7.560,4.690
WATER,Town and Country Skateboards,,1.000,2025-01-01,2025-W01,2025-01,2025-01,2025,1,1.000,0.000,0.000,1.000,0.080,1.080,0.000
Yerba,,,3.500,2023-08-24,2023-W34,2023-08,2023-07,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,0.000
HEROIN TOM DAY PAPILLON DECK 9.0,Town and Country Skateboards,,65.000,2023-02-19,2023-W07,2023-02,2023-01,2023,1,65.000,0.000,0.000,65.000,5.200,70.200,46.000
Rails,,,6.000,2024-03-16,2024-W11,2024-03,2024-01,2024,1,6.000,0.000,0.000,6.000,0.480,6.480,0.000
OJ SUPER JUICE 60MM 78A GREEN ORANGE,Town and Country Skateboards,,35.000,2024-01-20,2024-W03,2024-01,2024-01,2024,1,35.000,0.000,0.000,35.000,2.800,37.800,22.000
Curb crusher,,,65.000,2024-07-13,2024-W28,2024-07,2024-07,2024,1,65.000,0.000,0.000,65.000,5.200,70.200,0.000
SPITFIRE FORMULA FOUR TABLETS (various sizes),Town and Country Skateboards,,39.000,2024-06-01,2024-W22,2024-06,2024-04,2024,1,39.000,-9.750,0.000,29.250,2.340,31.590,25.000
NB Numeric Franky Villani 417- White with Navy,Town and Country Skateboards,,89.990,2024-11-13,2024-W46,2024-11,2024-10,2024,1,89.990,0.000,0.000,89.990,3.600,93.590,0.000
440,,,20.000,2024-03-06,2024-W10,2024-03,2024-01,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
Hardware,,,2.500,2024-04-21,2024-W16,2024-04,2024-04,2024,1,2.500,0.000,0.000,2.500,0.200,2.700,0.000
Shop Slappy Van Tee Cream,Town and Country Skateboards,,24.990,2024-08-16,2024-W33,2024-08,2024-07,2024,1,24.990,0.000,0.000,24.990,2.000,26.990,10.880
Young pioneers,,,25.000,2023-04-09,2023-W14,2023-04,2023-04,2023,1,25.000,0.000,0.000,25.000,2.000,27.000,0.000
440,,,80.000,2023-08-15,2023-W33,2023-08,2023-07,2023,1,80.000,-24.000,0.000,56.000,4.480,60.480,0.000
Male patterns tee,,,20.000,2023-05-31,2023-W22,2023-05,2023-04,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
Jesusa,,,25.000,2024-07-18,2024-W29,2024-07,2024-07,2024,1,25.000,0.000,0.000,25.000,2.000,27.000,0.000
Ace,,,40.000,2023-11-22,2023-W47,2023-11,2023-10,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
Heroin Lee Yankou Die Tonight Deck 8.25,Town and Country Skateboards,deck,55.000,2024-04-21,2024-W16,2024-04,2024-04,2024,1,55.000,0.000,0.000,55.000,4.400,59.400,30.000
Yerba,,,6.000,2023-06-13,2023-W24,2023-06,2023-04,2023,1,6.000,0.000,0.000,6.000,0.480,6.480,0.000
SPITFIRE FORMULA FOUR TABLETS (various sizes),Town and Country Skateboards,,39.000,2023-02-02,2023-W05,2023-02,2023-01,2023,1,39.000,0.000,0.000,39.000,3.120,42.120,25.000
NB Numeric Tom Knox- White with Rain Cloud,new balance,shoes,94.990,2024-05-26,2024-W21,2024-05,2024-04,2024,1,94.990,-28.490,0.000,66.500,5.320,71.820,0.000
ANTI HERO TEAM CLASSIC EAGLE DECK 8.5,Town and Country Skateboards,,60.000,2023-08-25,2023-W34,2023-08,2023-07,2023,1,60.000,-60.000,0.000,0.000,0.000,0.000,39.000
Ace Bushings stock/Medium,Town and Country Skateboards,,6.990,2023-08-20,2023-W33,2023-08,2023-07,2023,1,6.990,0.000,0.000,6.990,0.000,6.990,4.000
NEW BALANCE NUMERIC 417 RUP FRANKY VILLANI,Town and Country Skateboards,,89.990,2023-05-19,2023-W20,2023-05,2023-04,2023,1,89.990,0.000,0.000,89.990,7.200,97.190,44.000
DICKIES SKATEBOARDING SLIM STRAIGHT PANT -- OLIVE GREEN,Town and Country Skateboards,,39.990,2023-08-13,2023-W32,2023-08,2023-07,2023,1,39.990,-8.000,0.000,31.990,2.560,34.550,18.500
Blanks sale,,,30.000,2024-08-31,2024-W35,2024-08,2024-07,2024,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
NEW BALANCE NUMERIC 440 HI BLACK,Town and Country Skateboards,,80.000,2024-11-24,2024-W47,2024-11,2024-10,2024,1,80.000,-80.000,0.000,0.000,0.000,0.000,45.000
RICTA WHITE CLOUD WHEELS 78A 56MM,Town and Country Skateboards,,35.000,2023-08-09,2023-W32,2023-08,2023-07,2023,1,35.000,0.000,0.000,35.000,2.800,37.800,20.000
Yerba,,,3.000,2023-08-22,2023-W34,2023-08,2023-07,2023,1,3.000,0.000,0.000,3.000,0.000,3.000,0.000
BRONSON G3 ALEXIS RAMIREZ BEARINGS,Town and Country Skateboards,,35.000,2024-02-28,2024-W09,2024-02,2024-01,2024,1,35.000,-10.000,0.000,25.000,2.000,27.000,19.000
FELIPE NUNES BRONSON G3 BEARINGS,Town and Country Skateboards,,20.000,2024-12-28,2024-W52,2024-12,2024-10,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,7.100
Gator,,,2.000,2024-03-01,2024-W09,2024-03,2024-01,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
BRONSON SPEED COMPANY RAW G3 BEARINGS,Town and Country Skateboards,,35.000,2024-01-06,2024-W01,2024-01,2024-01,2024,1,35.000,0.000,0.000,35.000,2.800,37.800,21.500
Bronson Speed Co. Next Generation High Speed Oil,Town and Country Skateboards,,7.000,2024-06-16,2024-W24,2024-06,2024-04,2024,1,7.000,0.000,0.000,7.000,0.560,7.560,3.830
DAIS TAPE DECK 8.5,Town and Country Skateboards,,60.000,2023-04-29,2023-W17,2023-04,2023-04,2023,1,60.000,0.000,0.000,60.000,4.800,64.800,0.000
OJ TEAM LINE BLACK/ORANGE HARDLINE 99A 55MM,Town and Country Skateboards,,28.000,2024-12-29,2024-W52,2024-12,2024-10,2024,1,28.000,0.000,0.000,28.000,2.240,30.240,14.400
METAL  MEDUSA PROTO TEAM DECK 8.5,Town and Country Skateboards,,65.000,2024-09-11,2024-W37,2024-09,2024-07,2024,1,65.000,0.000,0.000,65.000,5.200,70.200,45.000
SHOWDOWN TEE YELLOW,Town and Country Skateboards,,25.000,2023-07-22,2023-W29,2023-07,2023-07,2023,1,25.000,-5.000,0.000,20.000,1.600,21.600,13.500
Uma world hat,,,23.000,2023-06-03,2023-W22,2023-06,2023-04,2023,1,23.000,0.000,0.000,23.000,1.840,24.840,0.000
ANTI HERO BLACK HERO OUTLINE SOCKS CREAM/BROWN,Town and Country Skateboards,,12.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,12.000,-12.000,0.000,0.000,0.000,0.000,7.250
TIAGO LEMOS 1010 NEW BALANCE NUMERIC BLACK/BLACK/ORANGE,Town and Country Skateboards,,60.000,2023-07-17,2023-W29,2023-07,2023-07,2023,1,60.000,0.000,0.000,60.000,0.000,60.000,50.000
DICKIES SKATEBOARDING UTILITY JEANS -- RINSED INDIGO BLUE,Town and Country Skateboards,,49.990,2023-08-27,2023-W34,2023-08,2023-07,2023,1,49.990,-49.990,0.000,0.000,0.000,0.000,25.000
NB Numeric x Chocolate Skateboards 480- Sea Salt with Red,Town and Country Skateboards,,100.000,2024-12-13,2024-W50,2024-12,2024-10,2024,1,100.000,0.000,0.000,100.000,0.000,100.000,0.000
Gatorade,,,2.000,2023-10-14,2023-W41,2023-10,2023-10,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
DEATHWISH JULIAN RECOVERY DECK 8.475,Town and Country Skateboards,,65.000,2023-03-05,2023-W09,2023-03,2023-01,2023,1,65.000,-5.000,0.000,60.000,4.800,64.800,47.000
SHAKE JUNT NIGHT TRAIN BEARINGS,Town and Country Skateboards,,15.000,2024-02-14,2024-W07,2024-02,2024-01,2024,1,15.000,0.000,0.000,15.000,1.200,16.200,7.500
Snack shorts L,,,60.000,2023-07-29,2023-W30,2023-07,2023-07,2023,1,60.000,0.000,0.000,60.000,4.800,64.800,0.000
OJ II Team Rider Speedwheels Original White 97a OJ Skateboard Wheels 61MM,OJ Wheels,,35.000,2023-02-03,2023-W05,2023-02,2023-01,2023,1,35.000,0.000,0.000,35.000,2.800,37.800,21.250
"5BORO CARGO PLANE OVERNIGHT STRESS 8.25""",Town and Country Skateboards,,59.990,2024-05-18,2024-W20,2024-05,2024-04,2024,1,59.990,0.000,0.000,59.990,4.800,64.790,39.000
SHAKE JUNT NIGHT TRAIN BEARINGS,Town and Country Skateboards,,15.000,2023-07-30,2023-W30,2023-07,2023-07,2023,1,15.000,0.000,0.000,15.000,1.200,16.200,7.500
Bones,,,40.000,2024-06-15,2024-W24,2024-06,2024-04,2024,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
KROOKED KNOX GREETINGS 8.12 DECK,Town and Country Skateboards,,70.000,2024-12-01,2024-W48,2024-12,2024-10,2024,1,70.000,-20.000,0.000,50.000,4.000,54.000,48.950
arizona green tea,Town and Country Skateboards,,2.000,2024-11-20,2024-W47,2024-11,2024-10,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.900
NB Numeric 440 Sea salt with teal,Town and Country Skateboards,,84.990,2023-10-13,2023-W41,2023-10,2023-10,2023,1,84.990,-12.750,0.000,72.240,5.780,78.020,0.000
Yerba,,,3.000,2023-02-06,2023-W06,2023-02,2023-01,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
DARKROOM INVADER WAX,Town and Country Skateboards,,8.000,2024-04-19,2024-W16,2024-04,2024-04,2024,1,8.000,0.000,0.000,8.000,0.640,8.640,4.000
ANTIHERO ANDERSON RECYCLING DECK 8.5,Town and Country Skateboards,,40.000,2024-08-30,2024-W35,2024-08,2024-07,2024,1,40.000,-8.000,0.000,32.000,2.560,34.560,42.000
NB  288 9.5,,,20.000,2024-03-16,2024-W11,2024-03,2024-01,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
